job_id,job_title,company_name,location,experience_required_years,skills,salary_min_inr,salary_max_inr,employment_type,remote_option
707,Backend Developer,Tech Mahindra,Pune,6,"Node.js, SQL, AWS",1385514,1681520,Internship,Onsite
708,ML Engineer,Flipkart,Chennai,9,"Docker, Azure, SQL",2001247,2246580,Contract,Remote
709,Cloud Engineer,Capgemini,Noida,4,"Docker, Python, SQL",1964206,2331498,Full-time,Onsite
710,ML Engineer,Cognizant,Noida,8,"Machine Learning, Docker, AWS",1273102,1612500,Internship,Remote
711,DevOps Engineer,HCLTech,Delhi NCR,11,"AWS, React, Power BI",917127,1103596,Full-time,Hybrid
712,Business Analyst,Capgemini,Hyderabad,15,"Azure, Tableau, Node.js",1046486,1293335,Internship,Remote
713,Backend Developer,Infosys,Mumbai,15,"Tableau, Machine Learning, React",1309195,1446868,Contract,Remote
714,Data Scientist,HCLTech,Mumbai,2,"Power BI, Python, SQL",1521623,1919537,Full-time,Onsite
715,Frontend Developer,Zoho,Bangalore,6,"Kubernetes, Machine Learning, Docker",621623,766241,Internship,Hybrid
716,Data Scientist,Cognizant,Kolkata,9,"Azure, Tableau, Machine Learning",886437,1196545,Internship,Remote
717,Backend Developer,HCLTech,Delhi NCR,4,"Kubernetes, Java, Tableau",1277793,1592841,Contract,Onsite
718,DevOps Engineer,Cognizant,Hyderabad,8,"SQL, Node.js, Python",1184707,1514675,Internship,Remote
719,Business Analyst,Wipro,Noida,6,"Java, Azure, Power BI",634822,895603,Internship,Hybrid
720,ML Engineer,Capgemini,Kolkata,4,"AWS, Machine Learning, Azure",2130759,2338762,Internship,Onsite
721,Frontend Developer,Wipro,Hyderabad,13,"Machine Learning, SQL, Power BI",558708,935772,Full-time,Hybrid
722,Data Scientist,Accenture,Pune,9,"Python, Java, Docker",1472532,1646723,Contract,Hybrid
723,Cloud Engineer,Flipkart,Pune,12,"Java, Machine Learning, SQL",949235,1218249,Internship,Remote
724,Business Analyst,HCLTech,Bangalore,1,"Kubernetes, Power BI, SQL",608210,841541,Internship,Remote
725,ML Engineer,Flipkart,Kolkata,15,"Tableau, Docker, Power BI",2339623,2723876,Contract,Onsite
726,Software Engineer,Zoho,Kolkata,4,"Node.js, Machine Learning, SQL",1342644,1658688,Full-time,Remote
727,ML Engineer,Wipro,Noida,15,"Python, Azure, Node.js",1059731,1193057,Contract,Hybrid
728,Frontend Developer,TCS,Kolkata,14,"Power BI, Azure, Python",652567,859336,Full-time,Hybrid
729,DevOps Engineer,Accenture,Mumbai,9,"Power BI, Kubernetes, Tableau",1345991,1505763,Contract,Hybrid
730,Backend Developer,Flipkart,Mumbai,13,"Kubernetes, Python, SQL",708652,873760,Internship,Hybrid
731,DevOps Engineer,Cognizant,Noida,14,"Power BI, SQL, Tableau",972831,1323174,Contract,Remote
732,DevOps Engineer,Flipkart,Hyderabad,11,"Java, Tableau, Kubernetes",1233407,1480071,Contract,Onsite
733,Data Analyst,Capgemini,Mumbai,5,"Python, React, Azure",932713,1157897,Internship,Remote
734,Business Analyst,HCLTech,Noida,15,"Python, Machine Learning, SQL",551762,843962,Contract,Hybrid
735,ML Engineer,Cognizant,Delhi NCR,6,"Docker, Tableau, Node.js",1043226,1434196,Full-time,Onsite
736,Frontend Developer,Tech Mahindra,Noida,13,"Tableau, Java, Node.js",490650,837128,Contract,Onsite
737,Cybersecurity Analyst,Capgemini,Kolkata,11,"Python, Power BI, Azure",1623972,1922925,Internship,Hybrid
738,Cybersecurity Analyst,HCLTech,Mumbai,9,"Docker, Tableau, Power BI",1626759,1966228,Internship,Hybrid
739,Software Engineer,Tech Mahindra,Delhi NCR,2,"React, Power BI, Machine Learning",523451,718374,Internship,Onsite
740,Software Engineer,Capgemini,Chennai,14,"AWS, Docker, Node.js",1035497,1323519,Full-time,Onsite
741,ML Engineer,TCS,Mumbai,9,"Power BI, Python, Azure",1070620,1333437,Full-time,Remote
742,Business Analyst,HCLTech,Hyderabad,3,"React, SQL, Java",1047813,1239639,Internship,Hybrid
743,DevOps Engineer,Cognizant,Noida,11,"Java, AWS, Node.js",1633091,1848419,Full-time,Hybrid
744,Backend Developer,HCLTech,Pune,1,"Java, Docker, Kubernetes",545967,723257,Internship,Hybrid
745,DevOps Engineer,Cognizant,Chennai,2,"Tableau, React, Power BI",1256987,1522875,Full-time,Onsite
746,Software Engineer,HCLTech,Hyderabad,5,"Node.js, SQL, Tableau",1020231,1225956,Internship,Remote
747,ML Engineer,HCLTech,Delhi NCR,15,"Power BI, Docker, Azure",2215108,2535462,Internship,Remote
748,Cloud Engineer,Accenture,Mumbai,6,"React, Python, Azure",1540113,1749054,Full-time,Remote
749,Data Analyst,Accenture,Delhi NCR,4,"React, Java, Docker",893380,1005021,Internship,Onsite
750,DevOps Engineer,TCS,Noida,6,"React, Machine Learning, Power BI",1198060,1413883,Full-time,Remote
751,DevOps Engineer,Cognizant,Noida,1,"Power BI, Azure, Docker",953063,1155343,Contract,Hybrid
752,ML Engineer,Wipro,Pune,6,"SQL, Tableau, Azure",1653521,1900615,Contract,Remote
753,Business Analyst,Cognizant,Hyderabad,11,"Node.js, Power BI, Docker",624893,802445,Full-time,Onsite
754,Cybersecurity Analyst,TCS,Hyderabad,8,"Kubernetes, Tableau, Power BI",1212327,1429315,Contract,Hybrid
755,Frontend Developer,TCS,Pune,6,"Python, Tableau, Azure",717228,981550,Contract,Remote
756,DevOps Engineer,HCLTech,Delhi NCR,11,"React, AWS, Docker",800246,1044734,Internship,Hybrid
757,Cybersecurity Analyst,Tech Mahindra,Kolkata,8,"AWS, Power BI, Python",1049099,1433659,Contract,Hybrid
758,Frontend Developer,Capgemini,Delhi NCR,8,"Node.js, Tableau, AWS",697364,892002,Internship,Onsite
759,Cybersecurity Analyst,Zoho,Kolkata,4,"AWS, Kubernetes, SQL",821374,1140988,Internship,Hybrid
760,Cloud Engineer,Capgemini,Chennai,5,"AWS, Machine Learning, Node.js",1574830,1784070,Contract,Remote
761,Backend Developer,Infosys,Bangalore,10,"Java, React, Node.js",888079,1035136,Contract,Onsite
762,Business Analyst,Tech Mahindra,Bangalore,13,"Java, SQL, Kubernetes",845370,957151,Contract,Remote
763,Data Scientist,Wipro,Pune,8,"Machine Learning, Power BI, AWS",1163226,1296457,Internship,Remote
764,ML Engineer,Zoho,Chennai,15,"Power BI, Node.js, Machine Learning",1002841,1307262,Contract,Hybrid
765,Cybersecurity Analyst,Zoho,Delhi NCR,5,"React, Tableau, Docker",1195660,1594033,Contract,Onsite
766,Cybersecurity Analyst,Accenture,Mumbai,9,"Power BI, React, Python",813569,1113562,Contract,Onsite
767,Business Analyst,TCS,Pune,14,"React, AWS, Java",528650,830692,Internship,Hybrid
768,Cybersecurity Analyst,Tech Mahindra,Mumbai,12,"Kubernetes, Power BI, Python",1551938,1656444,Full-time,Remote
769,Data Analyst,HCLTech,Bangalore,3,"Azure, Java, Docker",474428,707153,Contract,Onsite
770,Data Scientist,Tech Mahindra,Hyderabad,7,"Azure, Tableau, React",2184669,2464932,Internship,Remote
771,Data Scientist,Wipro,Pune,11,"Tableau, Python, Node.js",925977,1085044,Full-time,Onsite
772,DevOps Engineer,Tech Mahindra,Noida,12,"Power BI, Azure, AWS",1486899,1635199,Contract,Onsite
773,Frontend Developer,Capgemini,Hyderabad,9,"Java, Node.js, Tableau",1128666,1420341,Full-time,Hybrid
774,Data Analyst,Tech Mahindra,Pune,13,"SQL, React, Docker",564369,835226,Contract,Onsite
775,Frontend Developer,Flipkart,Kolkata,13,"Docker, SQL, React",932017,1158407,Internship,Hybrid
776,Data Scientist,Infosys,Bangalore,4,"Node.js, React, Kubernetes",1994301,2385270,Full-time,Onsite
777,Backend Developer,Flipkart,Kolkata,0,"SQL, Docker, Machine Learning",1049132,1209463,Full-time,Remote
778,Frontend Developer,Wipro,Kolkata,15,"Java, Node.js, React",894592,1251163,Full-time,Hybrid
779,Backend Developer,Zoho,Pune,12,"Azure, SQL, AWS",527169,866437,Contract,Onsite
780,Business Analyst,TCS,Chennai,6,"Tableau, Java, Docker",966179,1303579,Contract,Onsite
781,Data Scientist,Flipkart,Chennai,15,"Azure, Tableau, Power BI",2119209,2463514,Full-time,Onsite
782,DevOps Engineer,Capgemini,Noida,5,"Docker, Python, Node.js",1547604,1796720,Contract,Remote
783,Cloud Engineer,Cognizant,Hyderabad,9,"Java, Docker, AWS",1494865,1732182,Contract,Onsite
784,Business Analyst,Flipkart,Noida,12,"AWS, Power BI, React",561890,817388,Internship,Remote
785,Data Scientist,Accenture,Bangalore,9,"Node.js, Azure, Kubernetes",1172608,1427251,Full-time,Onsite
786,ML Engineer,Accenture,Delhi NCR,14,"Python, Azure, AWS",1590623,1757547,Full-time,Remote
787,DevOps Engineer,Zoho,Delhi NCR,9,"SQL, AWS, Docker",1540315,1680661,Full-time,Onsite
788,Data Scientist,Tech Mahindra,Mumbai,5,"React, Docker, Kubernetes",1935322,2255249,Full-time,Onsite
789,Data Analyst,Tech Mahindra,Delhi NCR,14,"Java, Docker, Kubernetes",966774,1172221,Full-time,Remote
790,Frontend Developer,HCLTech,Mumbai,9,"React, Tableau, AWS",1118217,1253514,Full-time,Onsite
791,Business Analyst,HCLTech,Kolkata,10,"Docker, SQL, Machine Learning",957216,1242444,Contract,Onsite
792,DevOps Engineer,Capgemini,Pune,14,"Docker, Tableau, Java",921969,1211187,Full-time,Remote
793,Cybersecurity Analyst,Capgemini,Chennai,8,"AWS, Power BI, Kubernetes",1499774,1662748,Full-time,Onsite
794,Backend Developer,Wipro,Pune,9,"Java, Python, Machine Learning",1276104,1654760,Internship,Onsite
795,Data Analyst,HCLTech,Bangalore,6,"SQL, AWS, Azure",915057,1187362,Contract,Hybrid
796,Frontend Developer,Wipro,Chennai,1,"Power BI, Docker, Node.js",653973,785480,Internship,Remote
797,Frontend Developer,Capgemini,Bangalore,1,"SQL, Kubernetes, Tableau",487394,821012,Full-time,Onsite
798,Cybersecurity Analyst,TCS,Bangalore,10,"Tableau, Node.js, Java",1496090,1675356,Full-time,Onsite
799,Business Analyst,HCLTech,Pune,11,"Machine Learning, Azure, Java",595470,973420,Internship,Onsite
800,ML Engineer,Tech Mahindra,Chennai,8,"Azure, Node.js, Machine Learning",2156386,2498042,Full-time,Hybrid
801,Cybersecurity Analyst,Accenture,Bangalore,1,"Docker, React, AWS",642858,988379,Internship,Onsite
802,Data Analyst,HCLTech,Chennai,7,"Python, Machine Learning, React",959718,1305335,Full-time,Remote
803,Software Engineer,Flipkart,Chennai,7,"Node.js, React, Machine Learning",854519,1087683,Contract,Remote
804,Data Analyst,Zoho,Noida,14,"Node.js, Azure, Python",751104,1141770,Contract,Remote
805,Cloud Engineer,Capgemini,Mumbai,9,"Python, Docker, Tableau",1616544,1892947,Contract,Hybrid
806,Cloud Engineer,Zoho,Mumbai,1,"Power BI, React, Python",1631708,1899330,Full-time,Hybrid
807,Cloud Engineer,HCLTech,Chennai,1,"AWS, Machine Learning, Azure",1645198,1854665,Contract,Hybrid
808,DevOps Engineer,Zoho,Hyderabad,13,"Tableau, Python, AWS",1723612,1910293,Contract,Hybrid
809,Data Analyst,Infosys,Bangalore,6,"Power BI, Azure, AWS",593815,813577,Full-time,Onsite
810,Software Engineer,Accenture,Pune,15,"Kubernetes, Node.js, Tableau",894782,1280614,Full-time,Remote
811,ML Engineer,Infosys,Delhi NCR,13,"Kubernetes, AWS, SQL",1884335,2122245,Internship,Onsite
812,DevOps Engineer,TCS,Noida,5,"Java, Tableau, Machine Learning",1319927,1578368,Internship,Onsite
813,Data Analyst,Accenture,Noida,0,"Tableau, Docker, Node.js",641774,782967,Full-time,Onsite
814,Business Analyst,Zoho,Hyderabad,14,"Python, SQL, Tableau",740312,993583,Internship,Onsite
815,Data Scientist,Infosys,Delhi NCR,7,"Power BI, AWS, React",943934,1174374,Internship,Onsite
816,Frontend Developer,TCS,Mumbai,2,"Node.js, SQL, Docker",458703,579265,Full-time,Remote
817,Backend Developer,HCLTech,Chennai,8,"React, SQL, Docker",1057856,1172891,Full-time,Onsite
818,Backend Developer,Wipro,Pune,13,"Node.js, Docker, Power BI",551650,700940,Contract,Onsite
819,ML Engineer,Zoho,Noida,12,"Azure, SQL, Java",1848365,2208451,Internship,Hybrid
820,Business Analyst,Flipkart,Noida,0,"Java, Tableau, Power BI",1131966,1518788,Full-time,Onsite
821,Data Scientist,Zoho,Bangalore,11,"Node.js, Tableau, Python",1437413,1646303,Internship,Hybrid
822,DevOps Engineer,TCS,Chennai,3,"Machine Learning, Azure, Java",1097936,1291517,Contract,Remote
823,Data Analyst,Accenture,Hyderabad,3,"Azure, Python, SQL",947291,1165413,Full-time,Hybrid
824,Cybersecurity Analyst,Zoho,Bangalore,8,"Tableau, Power BI, Azure",1235902,1626473,Contract,Remote
825,DevOps Engineer,Accenture,Hyderabad,5,"Docker, Tableau, Azure",929604,1206682,Contract,Hybrid
826,Business Analyst,TCS,Delhi NCR,11,"Node.js, React, Tableau",701056,842717,Internship,Hybrid
827,DevOps Engineer,HCLTech,Kolkata,8,"Docker, Java, Machine Learning",1739541,1956461,Full-time,Remote
828,Cybersecurity Analyst,TCS,Bangalore,14,"Power BI, Node.js, Kubernetes",854803,1029820,Full-time,Hybrid
829,Cloud Engineer,Accenture,Chennai,3,"Azure, Docker, React",914366,1038539,Internship,Onsite
830,Software Engineer,Capgemini,Chennai,12,"Tableau, Python, Machine Learning",684120,899175,Contract,Onsite
831,Cloud Engineer,Accenture,Mumbai,15,"Java, Node.js, Azure",1073605,1204271,Internship,Onsite
832,Software Engineer,Zoho,Chennai,5,"Power BI, SQL, Tableau",637875,1018528,Internship,Remote
833,Backend Developer,Capgemini,Delhi NCR,12,"Docker, Kubernetes, AWS",873088,1027879,Contract,Remote
834,Data Analyst,Accenture,Mumbai,2,"Java, AWS, Node.js",620784,930131,Full-time,Remote
835,Business Analyst,Cognizant,Pune,2,"Docker, Kubernetes, AWS",849266,1114866,Contract,Onsite
836,Data Analyst,Cognizant,Bangalore,6,"Node.js, SQL, Tableau",830525,1196349,Full-time,Onsite
837,Frontend Developer,Zoho,Noida,8,"Power BI, Docker, AWS",815241,977761,Internship,Onsite
838,DevOps Engineer,Capgemini,Hyderabad,14,"Docker, Java, Azure",1207113,1429021,Contract,Onsite
839,Data Scientist,HCLTech,Pune,14,"Power BI, AWS, Machine Learning",1847918,2192051,Contract,Remote
840,Data Scientist,Zoho,Chennai,15,"SQL, React, AWS",2174635,2439635,Full-time,Remote
841,Frontend Developer,Cognizant,Delhi NCR,4,"Kubernetes, Python, Machine Learning",757636,876676,Full-time,Remote
842,Cybersecurity Analyst,Infosys,Kolkata,11,"AWS, Azure, Machine Learning",1415708,1610657,Internship,Remote
843,Data Scientist,Accenture,Chennai,11,"Python, Java, Node.js",1504820,1643360,Full-time,Onsite
844,DevOps Engineer,Tech Mahindra,Pune,2,"Machine Learning, React, Docker",1795132,1943816,Full-time,Hybrid
845,Business Analyst,TCS,Bangalore,15,"Java, AWS, Power BI",651951,839805,Full-time,Onsite
846,ML Engineer,Zoho,Kolkata,7,"Python, Machine Learning, AWS",1676052,1854453,Contract,Onsite
847,ML Engineer,Tech Mahindra,Mumbai,8,"Docker, Python, Java",1404133,1754872,Internship,Onsite
848,ML Engineer,Accenture,Bangalore,1,"Java, React, AWS",1716436,2097530,Internship,Remote
849,Backend Developer,TCS,Noida,14,"Power BI, Python, Kubernetes",531331,670457,Contract,Onsite
850,Software Engineer,Wipro,Noida,11,"Java, React, Docker",1193371,1385904,Full-time,Remote
851,Backend Developer,Capgemini,Kolkata,6,"AWS, Power BI, Java",1407346,1625390,Contract,Onsite
852,Business Analyst,Tech Mahindra,Kolkata,5,"Power BI, AWS, Docker",613204,845665,Contract,Remote
853,Cybersecurity Analyst,Accenture,Pune,7,"Docker, Java, AWS",1037751,1422709,Full-time,Onsite
854,Cybersecurity Analyst,Cognizant,Mumbai,5,"Java, SQL, Azure",1458582,1735008,Contract,Onsite
855,Data Analyst,Cognizant,Bangalore,0,"Power BI, Node.js, SQL",779319,978745,Full-time,Onsite
856,DevOps Engineer,TCS,Bangalore,12,"Machine Learning, Node.js, React",1135649,1442259,Full-time,Onsite
857,Software Engineer,Accenture,Mumbai,10,"SQL, Kubernetes, Power BI",513978,718259,Contract,Hybrid
858,Data Scientist,Flipkart,Noida,15,"SQL, Azure, AWS",1397822,1692144,Internship,Hybrid
859,Business Analyst,Tech Mahindra,Delhi NCR,11,"Node.js, SQL, React",1067993,1382736,Full-time,Onsite
860,Frontend Developer,Accenture,Pune,2,"Machine Learning, SQL, Azure",766625,945672,Full-time,Remote
861,DevOps Engineer,TCS,Kolkata,7,"Azure, AWS, SQL",1416255,1707510,Internship,Hybrid
862,Data Scientist,TCS,Mumbai,13,"Kubernetes, Power BI, Python",1185284,1432437,Full-time,Hybrid
863,Data Scientist,Wipro,Bangalore,6,"Machine Learning, SQL, Node.js",1003919,1136611,Internship,Remote
864,Cloud Engineer,HCLTech,Hyderabad,9,"Power BI, SQL, Kubernetes",1558002,1756854,Contract,Remote
865,ML Engineer,Cognizant,Hyderabad,8,"SQL, AWS, Python",1427468,1568151,Internship,Hybrid
866,Cloud Engineer,Accenture,Mumbai,2,"AWS, Power BI, Python",1083135,1478484,Full-time,Onsite
867,Data Analyst,Tech Mahindra,Noida,3,"Node.js, Azure, AWS",566842,721722,Full-time,Remote
868,Software Engineer,HCLTech,Delhi NCR,8,"Docker, Kubernetes, Tableau",559923,775244,Contract,Hybrid
869,DevOps Engineer,TCS,Hyderabad,8,"Power BI, Node.js, Azure",1663650,1777802,Internship,Remote
870,Data Analyst,Cognizant,Kolkata,15,"Machine Learning, Tableau, SQL",997185,1225679,Contract,Onsite
871,Software Engineer,Capgemini,Noida,14,"Kubernetes, Azure, AWS",595413,801739,Full-time,Hybrid
872,Data Analyst,HCLTech,Mumbai,5,"Power BI, Kubernetes, SQL",763178,1004039,Full-time,Hybrid
873,Frontend Developer,Infosys,Pune,2,"React, Tableau, Machine Learning",731928,1121900,Internship,Remote
874,ML Engineer,Capgemini,Chennai,9,"Docker, Machine Learning, React",1208489,1448626,Contract,Onsite
875,DevOps Engineer,Flipkart,Delhi NCR,14,"SQL, Machine Learning, AWS",777034,1152369,Internship,Remote
876,Software Engineer,Accenture,Kolkata,4,"Machine Learning, AWS, Java",1456926,1780281,Full-time,Hybrid
877,Software Engineer,Cognizant,Bangalore,14,"Python, Azure, Power BI",974650,1358744,Full-time,Remote
878,Data Scientist,HCLTech,Hyderabad,0,"Tableau, React, Node.js",1990597,2359832,Internship,Remote
879,DevOps Engineer,Tech Mahindra,Hyderabad,3,"Java, Python, Tableau",991770,1219849,Contract,Onsite
880,Backend Developer,Cognizant,Chennai,12,"Docker, Tableau, Python",1459239,1702678,Full-time,Hybrid
881,Cloud Engineer,Wipro,Bangalore,8,"Tableau, Machine Learning, SQL",1618660,1802119,Contract,Hybrid
882,Business Analyst,Tech Mahindra,Delhi NCR,7,"Tableau, AWS, Docker",524005,752653,Internship,Hybrid
883,Cybersecurity Analyst,HCLTech,Hyderabad,3,"AWS, Machine Learning, Kubernetes",1659758,2059421,Contract,Remote
884,Cybersecurity Analyst,Tech Mahindra,Mumbai,14,"Power BI, Node.js, Machine Learning",1076579,1448304,Full-time,Hybrid
885,DevOps Engineer,Zoho,Bangalore,2,"Java, Node.js, Python",1573348,1803680,Internship,Remote
886,Business Analyst,Accenture,Kolkata,12,"Kubernetes, SQL, Tableau",543466,716438,Contract,Onsite
887,Cloud Engineer,Capgemini,Mumbai,8,"Docker, React, Python",1551764,1863760,Full-time,Onsite
888,Cloud Engineer,Wipro,Chennai,6,"React, Docker, Azure",1376152,1658116,Internship,Onsite
889,Business Analyst,Zoho,Noida,5,"Java, Machine Learning, SQL",507516,895047,Full-time,Hybrid
890,DevOps Engineer,Accenture,Delhi NCR,10,"SQL, Machine Learning, Node.js",1737427,2007754,Internship,Onsite
891,Frontend Developer,TCS,Chennai,7,"Node.js, React, Docker",999251,1391982,Contract,Remote
892,Data Analyst,Capgemini,Kolkata,14,"Docker, SQL, Azure",769461,885053,Full-time,Onsite
893,Data Scientist,HCLTech,Delhi NCR,3,"Kubernetes, Python, Node.js",1207028,1367009,Full-time,Hybrid
894,ML Engineer,Cognizant,Pune,4,"Power BI, AWS, Kubernetes",1496288,1716963,Internship,Remote
895,Frontend Developer,Cognizant,Kolkata,14,"Node.js, Kubernetes, React",951671,1055332,Internship,Remote
896,ML Engineer,HCLTech,Pune,12,"Azure, Docker, SQL",1790377,2133765,Internship,Remote
897,Business Analyst,Accenture,Mumbai,4,"Python, Java, Tableau",764357,975441,Contract,Remote
898,DevOps Engineer,Flipkart,Mumbai,4,"Python, Kubernetes, Azure",1410685,1804969,Internship,Hybrid
899,Cloud Engineer,Zoho,Chennai,0,"Python, React, Docker",966951,1079803,Contract,Remote
900,Backend Developer,Flipkart,Kolkata,1,"SQL, Power BI, AWS",774264,1140714,Contract,Remote
901,Data Scientist,Wipro,Mumbai,14,"SQL, Machine Learning, Kubernetes",1491898,1624413,Contract,Remote
902,Cloud Engineer,Flipkart,Hyderabad,12,"Docker, Tableau, Node.js",1309480,1463515,Contract,Hybrid
903,Software Engineer,Flipkart,Pune,8,"Tableau, AWS, Azure",1081913,1383792,Full-time,Hybrid
904,Cloud Engineer,Zoho,Pune,3,"Tableau, SQL, Docker",1683005,1792525,Contract,Onsite
905,Business Analyst,Zoho,Noida,3,"Power BI, SQL, Node.js",771282,882196,Contract,Hybrid
906,Software Engineer,Zoho,Bangalore,5,"React, Kubernetes, SQL",1041037,1193949,Full-time,Remote
907,Business Analyst,Tech Mahindra,Pune,6,"Python, Tableau, Azure",1087942,1192549,Contract,Hybrid
908,Business Analyst,Wipro,Chennai,8,"AWS, Python, Java",596734,753724,Full-time,Onsite
909,Data Analyst,Capgemini,Mumbai,5,"AWS, Docker, SQL",987104,1348475,Contract,Onsite
910,Cybersecurity Analyst,Infosys,Pune,14,"Kubernetes, Python, Docker",882642,1135882,Internship,Hybrid
911,Business Analyst,HCLTech,Pune,13,"Python, Azure, Java",729796,985177,Internship,Remote
912,DevOps Engineer,Tech Mahindra,Hyderabad,7,"AWS, Node.js, Power BI",1613873,1913867,Full-time,Onsite
913,DevOps Engineer,HCLTech,Kolkata,15,"Tableau, Machine Learning, Kubernetes",980973,1349571,Contract,Remote
914,Frontend Developer,Tech Mahindra,Delhi NCR,1,"Power BI, Python, Docker",775416,1045957,Contract,Onsite
915,Software Engineer,HCLTech,Hyderabad,2,"Power BI, Azure, SQL",1567359,1844441,Internship,Hybrid
916,Frontend Developer,TCS,Pune,14,"Machine Learning, Power BI, Azure",822252,1107095,Internship,Hybrid
917,Cybersecurity Analyst,HCLTech,Kolkata,2,"Java, Node.js, React",1565670,1824008,Full-time,Remote
918,ML Engineer,Wipro,Chennai,3,"Java, React, Docker",1447487,1755420,Full-time,Onsite
919,Backend Developer,Accenture,Mumbai,4,"Python, SQL, AWS",574957,698296,Contract,Onsite
920,Data Scientist,TCS,Delhi NCR,14,"React, Docker, Power BI",1422608,1726603,Full-time,Onsite
921,DevOps Engineer,Flipkart,Mumbai,4,"Machine Learning, Power BI, Azure",1069420,1206614,Contract,Remote
922,Cloud Engineer,Flipkart,Hyderabad,0,"Java, Docker, Tableau",1338297,1552211,Full-time,Hybrid
923,Data Scientist,HCLTech,Pune,10,"Kubernetes, AWS, React",2130415,2480117,Internship,Hybrid
924,Business Analyst,TCS,Noida,6,"Docker, Machine Learning, Tableau",1088876,1224793,Contract,Remote
925,Data Analyst,Capgemini,Pune,10,"SQL, Machine Learning, Node.js",778328,1159773,Contract,Remote
926,Data Scientist,Capgemini,Noida,2,"Machine Learning, AWS, Python",2013821,2261811,Contract,Hybrid
927,ML Engineer,HCLTech,Chennai,13,"Azure, Docker, Power BI",2331783,2600661,Internship,Remote
928,ML Engineer,Cognizant,Pune,11,"Node.js, SQL, Tableau",906578,1037684,Full-time,Remote
929,Cybersecurity Analyst,Capgemini,Noida,2,"Machine Learning, Tableau, Docker",1048341,1233219,Internship,Hybrid
930,DevOps Engineer,Infosys,Chennai,5,"AWS, Machine Learning, Azure",1604633,1763463,Full-time,Onsite
931,Data Analyst,TCS,Bangalore,2,"Tableau, Python, Power BI",822014,1017747,Internship,Onsite
932,Business Analyst,Flipkart,Delhi NCR,12,"Python, AWS, Docker",1057975,1372470,Contract,Hybrid
933,ML Engineer,Infosys,Kolkata,9,"Python, Docker, Java",2317707,2421284,Internship,Onsite
934,Business Analyst,Flipkart,Delhi NCR,6,"Python, Azure, AWS",699310,941807,Contract,Onsite
935,Cybersecurity Analyst,HCLTech,Bangalore,3,"Docker, Tableau, Python",1636680,2023319,Full-time,Hybrid
936,Backend Developer,Flipkart,Delhi NCR,7,"Azure, Python, React",1342490,1646434,Internship,Remote
937,Data Scientist,Flipkart,Kolkata,5,"AWS, Machine Learning, Node.js",1841420,2018343,Internship,Remote
938,Data Scientist,Wipro,Kolkata,6,"Azure, Java, Kubernetes",885572,1093667,Internship,Onsite
939,Frontend Developer,Capgemini,Hyderabad,6,"Docker, React, AWS",843892,1115416,Full-time,Onsite
940,DevOps Engineer,Wipro,Bangalore,0,"Tableau, Power BI, AWS",771201,1089223,Internship,Onsite
941,Data Analyst,Wipro,Bangalore,0,"Python, Node.js, AWS",560295,891209,Internship,Hybrid
942,Frontend Developer,Infosys,Noida,15,"Java, Azure, Node.js",577637,894754,Contract,Hybrid
943,Cybersecurity Analyst,Infosys,Delhi NCR,5,"Tableau, SQL, Power BI",629216,968885,Internship,Onsite
944,Cloud Engineer,Wipro,Delhi NCR,9,"Java, AWS, React",1600135,1929194,Full-time,Onsite
945,Data Scientist,Capgemini,Pune,12,"AWS, Machine Learning, Java",2281104,2508305,Contract,Onsite
946,Data Scientist,Tech Mahindra,Hyderabad,14,"SQL, Machine Learning, Power BI",1115981,1398926,Full-time,Hybrid
947,Data Scientist,Capgemini,Mumbai,7,"AWS, Azure, Node.js",928045,1083221,Contract,Remote
948,Data Scientist,Wipro,Hyderabad,4,"React, Tableau, Node.js",1096066,1307483,Full-time,Onsite
949,ML Engineer,Capgemini,Delhi NCR,13,"Machine Learning, Node.js, Java",2213600,2340952,Internship,Onsite
950,Cybersecurity Analyst,Capgemini,Delhi NCR,9,"Azure, Power BI, Docker",1057405,1349781,Internship,Remote
951,DevOps Engineer,Tech Mahindra,Chennai,12,"Tableau, Java, SQL",1200032,1598043,Internship,Onsite
952,Software Engineer,Capgemini,Pune,0,"Kubernetes, AWS, Tableau",855494,958894,Full-time,Remote
953,DevOps Engineer,TCS,Noida,11,"Docker, Kubernetes, SQL",1643089,2009904,Internship,Remote
954,Data Scientist,Infosys,Bangalore,10,"Power BI, Kubernetes, Machine Learning",2022085,2328151,Full-time,Onsite
955,Data Analyst,Infosys,Delhi NCR,14,"Docker, Python, Machine Learning",617545,742608,Contract,Hybrid
956,Business Analyst,HCLTech,Pune,13,"Docker, Node.js, SQL",990238,1366249,Internship,Hybrid
957,Data Analyst,Flipkart,Noida,11,"AWS, React, Node.js",943361,1144724,Internship,Remote
958,Backend Developer,Capgemini,Pune,5,"React, Azure, AWS",858178,1056581,Internship,Hybrid
959,Frontend Developer,Flipkart,Chennai,7,"Azure, Kubernetes, Machine Learning",1226903,1607829,Full-time,Hybrid
960,Cybersecurity Analyst,Capgemini,Delhi NCR,3,"Node.js, Docker, React",1234530,1517298,Full-time,Onsite
961,Frontend Developer,Infosys,Hyderabad,9,"Azure, React, Java",1275161,1535920,Contract,Hybrid
962,Cloud Engineer,TCS,Pune,12,"AWS, Docker, Kubernetes",1821262,2038296,Full-time,Hybrid
963,Software Engineer,HCLTech,Noida,0,"AWS, SQL, React",1344372,1671258,Internship,Onsite
